Date of Crash,Crash Severity,Crashes
07/10/2009,Minor Injury,20
07/10/2009,Property Damage Only,121
07/10/2009,Possible/Unknown,19
07/11/2009,Possible/Unknown,16
07/11/2009,Major Injury,5
07/11/2009,Property Damage Only,85
07/11/2009,Minor Injury,19
07/11/2009,Fatal,3
07/12/2009,Property Damage Only,84
07/12/2009,Minor Injury,11
07/12/2009,Major Injury,6
07/12/2009,Possible/Unknown,13
07/13/2009,Possible/Unknown,31
07/13/2009,Major Injury,6
07/13/2009,Property Damage Only,102
07/13/2009,Minor Injury,25
07/13/2009,Fatal,2
07/14/2009,Fatal,2
07/14/2009,Possible/Unknown,13
07/14/2009,Major Injury,5
07/14/2009,Minor Injury,19
07/14/2009,Property Damage Only,67
07/15/2009,Fatal,1
07/15/2009,Possible/Unknown,27
07/15/2009,Minor Injury,19
07/15/2009,Property Damage Only,87
07/15/2009,Major Injury,4
07/16/2009,Major Injury,6
07/16/2009,Property Damage Only,82
07/16/2009,Possible/Unknown,28
07/16/2009,Minor Injury,7
07/17/2009,Minor Injury,17
07/17/2009,Property Damage Only,94
07/17/2009,Major Injury,4
07/17/2009,Possible/Unknown,26
07/18/2009,Major Injury,4
07/18/2009,Property Damage Only,87
07/18/2009,Fatal,1
07/18/2009,Minor Injury,14
07/18/2009,Possible/Unknown,17
07/19/2009,Property Damage Only,81
07/19/2009,Major Injury,1
07/19/2009,Minor Injury,16
07/19/2009,Possible/Unknown,12
07/19/2009,Fatal,1
07/20/2009,Minor Injury,10
07/20/2009,Major Injury,3
07/20/2009,Property Damage Only,105
07/20/2009,Possible/Unknown,29
07/20/2009,Fatal,1
07/21/2009,Property Damage Only,116
07/21/2009,Minor Injury,14
07/21/2009,Possible/Unknown,24
07/21/2009,Major Injury,6
07/21/2009,Fatal,1
07/22/2009,Minor Injury,13
07/22/2009,Major Injury,2
07/22/2009,Possible/Unknown,22
07/22/2009,Property Damage Only,75
07/23/2009,Minor Injury,24
07/23/2009,Property Damage Only,86
07/23/2009,Possible/Unknown,21
07/23/2009,Major Injury,1
07/24/2009,Property Damage Only,99
07/24/2009,Possible/Unknown,25
07/24/2009,Minor Injury,16
07/24/2009,Major Injury,6
07/24/2009,Fatal,1
07/25/2009,Minor Injury,13
07/25/2009,Major Injury,5
07/25/2009,Possible/Unknown,22
07/25/2009,Property Damage Only,95
07/25/2009,Fatal,2
07/26/2009,Possible/Unknown,19
07/26/2009,Fatal,3
07/26/2009,Minor Injury,14
07/26/2009,Major Injury,6
07/26/2009,Property Damage Only,50
07/27/2009,Major Injury,5
07/27/2009,Minor Injury,13
07/27/2009,Property Damage Only,77
07/27/2009,Possible/Unknown,24
07/28/2009,Property Damage Only,74
07/28/2009,Minor Injury,15
07/28/2009,Possible/Unknown,30
07/28/2009,Major Injury,4
07/29/2009,Major Injury,3
07/29/2009,Minor Injury,11
07/29/2009,Fatal,1
07/29/2009,Possible/Unknown,15
07/29/2009,Property Damage Only,87
07/30/2009,Fatal,2
07/30/2009,Minor Injury,10
07/30/2009,Property Damage Only,87
07/30/2009,Possible/Unknown,28
07/30/2009,Major Injury,4
07/31/2009,Possible/Unknown,35
07/31/2009,Minor Injury,15
07/31/2009,Property Damage Only,96
07/31/2009,Fatal,2
07/31/2009,Major Injury,3
08/01/2009,Major Injury,2
08/01/2009,Property Damage Only,79
08/01/2009,Possible/Unknown,20
08/01/2009,Minor Injury,7
08/02/2009,Fatal,3
08/02/2009,Possible/Unknown,16
08/02/2009,Minor Injury,13
08/02/2009,Major Injury,6
08/02/2009,Property Damage Only,74
08/03/2009,Major Injury,5
08/03/2009,Property Damage Only,95
08/03/2009,Possible/Unknown,24
08/03/2009,Minor Injury,15
08/04/2009,Possible/Unknown,18
08/04/2009,Minor Injury,19
08/04/2009,Major Injury,4
08/04/2009,Property Damage Only,82
08/05/2009,Possible/Unknown,24
08/05/2009,Minor Injury,18
08/05/2009,Property Damage Only,86
08/05/2009,Major Injury,5
08/06/2009,Property Damage Only,102
08/06/2009,Major Injury,5
08/06/2009,Minor Injury,15
08/06/2009,Fatal,3
08/06/2009,Possible/Unknown,20
08/07/2009,Possible/Unknown,21
08/07/2009,Major Injury,2
08/07/2009,Property Damage Only,129
08/07/2009,Minor Injury,12
08/08/2009,Minor Injury,14
08/08/2009,Major Injury,9
08/08/2009,Property Damage Only,96
08/08/2009,Fatal,2
08/08/2009,Possible/Unknown,16
08/09/2009,Possible/Unknown,14
08/09/2009,Major Injury,2
08/09/2009,Property Damage Only,60
08/09/2009,Minor Injury,14
08/09/2009,Fatal,1
08/10/2009,Possible/Unknown,20
08/10/2009,Minor Injury,16
08/10/2009,Property Damage Only,94
08/10/2009,Major Injury,6
08/11/2009,Property Damage Only,85
08/11/2009,Fatal,1
08/11/2009,Minor Injury,9
08/11/2009,Possible/Unknown,26
08/11/2009,Major Injury,6
08/12/2009,Possible/Unknown,23
08/12/2009,Minor Injury,18
08/12/2009,Fatal,2
08/12/2009,Property Damage Only,86
08/12/2009,Major Injury,4
08/13/2009,Minor Injury,17
08/13/2009,Property Damage Only,73
08/13/2009,Major Injury,5
08/13/2009,Possible/Unknown,24
08/14/2009,Fatal,2
08/14/2009,Property Damage Only,91
08/14/2009,Major Injury,3
08/14/2009,Possible/Unknown,24
08/14/2009,Minor Injury,17
08/15/2009,Major Injury,7
08/15/2009,Fatal,1
08/15/2009,Property Damage Only,79
08/15/2009,Minor Injury,19
08/15/2009,Possible/Unknown,24
08/16/2009,Fatal,2
08/16/2009,Major Injury,3
08/16/2009,Possible/Unknown,22
08/16/2009,Minor Injury,12
08/16/2009,Property Damage Only,66
08/17/2009,Possible/Unknown,18
08/17/2009,Minor Injury,11
08/17/2009,Major Injury,7
08/17/2009,Property Damage Only,84
08/18/2009,Major Injury,3
08/18/2009,Possible/Unknown,25
08/18/2009,Property Damage Only,89
08/18/2009,Minor Injury,13
08/18/2009,Fatal,1
08/19/2009,Possible/Unknown,25
08/19/2009,Minor Injury,11
08/19/2009,Property Damage Only,101
08/19/2009,Fatal,1
08/19/2009,Major Injury,3
08/20/2009,Major Injury,4
08/20/2009,Minor Injury,15
08/20/2009,Fatal,1
08/20/2009,Possible/Unknown,12
08/20/2009,Property Damage Only,90
08/21/2009,Major Injury,5
08/21/2009,Possible/Unknown,28
08/21/2009,Minor Injury,11
08/21/2009,Property Damage Only,96
08/22/2009,Minor Injury,16
08/22/2009,Property Damage Only,72
08/22/2009,Possible/Unknown,27
08/22/2009,Major Injury,4
08/23/2009,Major Injury,4
08/23/2009,Property Damage Only,59
08/23/2009,Fatal,2
08/23/2009,Minor Injury,4
08/23/2009,Possible/Unknown,18
08/24/2009,Possible/Unknown,24
08/24/2009,Property Damage Only,97
08/24/2009,Minor Injury,17
08/24/2009,Fatal,1
08/24/2009,Major Injury,4
08/25/2009,Major Injury,1
08/25/2009,Minor Injury,11
08/25/2009,Property Damage Only,80
08/25/2009,Possible/Unknown,18
08/26/2009,Major Injury,2
08/26/2009,Minor Injury,14
08/26/2009,Possible/Unknown,43
08/26/2009,Property Damage Only,125
08/27/2009,Fatal,2
08/27/2009,Property Damage Only,93
08/27/2009,Possible/Unknown,26
08/27/2009,Minor Injury,11
08/28/2009,Possible/Unknown,25
08/28/2009,Minor Injury,13
08/28/2009,Major Injury,1
08/28/2009,Property Damage Only,99
08/29/2009,Major Injury,3
08/29/2009,Possible/Unknown,22
08/29/2009,Minor Injury,14
08/29/2009,Fatal,2
08/29/2009,Property Damage Only,77
08/30/2009,Possible/Unknown,14
08/30/2009,Fatal,2
08/30/2009,Property Damage Only,72
08/30/2009,Minor Injury,23
08/30/2009,Major Injury,2
08/31/2009,Major Injury,5
08/31/2009,Property Damage Only,91
08/31/2009,Minor Injury,10
08/31/2009,Possible/Unknown,23
09/01/2009,Possible/Unknown,28
09/01/2009,Minor Injury,13
09/01/2009,Property Damage Only,100
09/01/2009,Major Injury,2
09/02/2009,Property Damage Only,91
09/02/2009,Fatal,1
09/02/2009,Possible/Unknown,29
09/02/2009,Minor Injury,11
09/02/2009,Major Injury,1
09/03/2009,Minor Injury,11
09/03/2009,Possible/Unknown,23
09/03/2009,Property Damage Only,105
09/03/2009,Major Injury,5
09/03/2009,Fatal,2
09/04/2009,Fatal,1
09/04/2009,Possible/Unknown,34
09/04/2009,Major Injury,3
09/04/2009,Property Damage Only,111
09/04/2009,Minor Injury,20
09/05/2009,Property Damage Only,93
09/05/2009,Possible/Unknown,20
09/05/2009,Major Injury,7
09/05/2009,Minor Injury,14
09/06/2009,Fatal,1
09/06/2009,Property Damage Only,71
09/06/2009,Possible/Unknown,18
09/06/2009,Major Injury,7
09/06/2009,Minor Injury,15
09/07/2009,Major Injury,6
09/07/2009,Property Damage Only,64
09/07/2009,Minor Injury,13
09/07/2009,Possible/Unknown,18
09/08/2009,Major Injury,3
09/08/2009,Minor Injury,18
09/08/2009,Possible/Unknown,33
09/08/2009,Property Damage Only,86
09/08/2009,Fatal,2
09/09/2009,Possible/Unknown,25
09/09/2009,Major Injury,2
09/09/2009,Property Damage Only,97
09/09/2009,Minor Injury,14
09/10/2009,Possible/Unknown,25
09/10/2009,Minor Injury,14
09/10/2009,Property Damage Only,88
09/10/2009,Major Injury,1
09/11/2009,Fatal,1
09/11/2009,Minor Injury,20
09/11/2009,Major Injury,6
09/11/2009,Property Damage Only,153
09/11/2009,Possible/Unknown,28
09/12/2009,Minor Injury,17
09/12/2009,Possible/Unknown,16
09/12/2009,Property Damage Only,95
09/12/2009,Major Injury,7
09/12/2009,Fatal,1
09/13/2009,Minor Injury,6
09/13/2009,Major Injury,6
09/13/2009,Fatal,1
09/13/2009,Property Damage Only,64
09/13/2009,Possible/Unknown,22
09/14/2009,Major Injury,4
09/14/2009,Minor Injury,11
09/14/2009,Possible/Unknown,28
09/14/2009,Fatal,2
09/14/2009,Property Damage Only,91
09/15/2009,Property Damage Only,97
09/15/2009,Minor Injury,15
09/15/2009,Possible/Unknown,28
09/15/2009,Fatal,1
09/15/2009,Major Injury,3
09/16/2009,Major Injury,2
09/16/2009,Fatal,1
09/16/2009,Property Damage Only,102
09/16/2009,Minor Injury,13
09/16/2009,Possible/Unknown,25
09/17/2009,Property Damage Only,95
09/17/2009,Fatal,2
09/17/2009,Possible/Unknown,16
09/17/2009,Major Injury,3
09/17/2009,Minor Injury,17
09/18/2009,Possible/Unknown,26
09/18/2009,Property Damage Only,146
09/18/2009,Minor Injury,14
09/18/2009,Fatal,1
09/18/2009,Major Injury,9
09/19/2009,Property Damage Only,106
09/19/2009,Fatal,1
09/19/2009,Major Injury,3
09/19/2009,Minor Injury,12
09/19/2009,Possible/Unknown,23
09/20/2009,Minor Injury,12
09/20/2009,Possible/Unknown,17
09/20/2009,Major Injury,3
09/20/2009,Fatal,2
09/20/2009,Property Damage Only,80
09/21/2009,Possible/Unknown,19
09/21/2009,Property Damage Only,88
09/21/2009,Major Injury,5
09/21/2009,Fatal,1
09/21/2009,Minor Injury,8
09/22/2009,Property Damage Only,87
09/22/2009,Major Injury,3
09/22/2009,Possible/Unknown,26
09/22/2009,Minor Injury,8
09/23/2009,Major Injury,4
09/23/2009,Minor Injury,10
09/23/2009,Possible/Unknown,26
09/23/2009,Property Damage Only,80
09/24/2009,Property Damage Only,100
09/24/2009,Minor Injury,16
09/24/2009,Fatal,1
09/24/2009,Possible/Unknown,27
09/24/2009,Major Injury,6
09/25/2009,Minor Injury,14
09/25/2009,Fatal,2
09/25/2009,Major Injury,4
09/25/2009,Possible/Unknown,32
09/25/2009,Property Damage Only,123
09/26/2009,Possible/Unknown,21
09/26/2009,Major Injury,5
09/26/2009,Property Damage Only,87
09/26/2009,Fatal,1
09/26/2009,Minor Injury,23
09/27/2009,Possible/Unknown,19
09/27/2009,Fatal,1
09/27/2009,Major Injury,5
09/27/2009,Minor Injury,12
09/27/2009,Property Damage Only,70
09/28/2009,Possible/Unknown,29
09/28/2009,Major Injury,1
09/28/2009,Property Damage Only,107
09/28/2009,Fatal,2
09/28/2009,Minor Injury,14
09/29/2009,Major Injury,4
09/29/2009,Possible/Unknown,19
09/29/2009,Minor Injury,18
09/29/2009,Property Damage Only,93
09/29/2009,Fatal,2
09/30/2009,Property Damage Only,118
09/30/2009,Major Injury,3
09/30/2009,Minor Injury,9
09/30/2009,Possible/Unknown,21
10/01/2009,Minor Injury,20
10/01/2009,Property Damage Only,144
10/01/2009,Major Injury,6
10/01/2009,Possible/Unknown,29
10/02/2009,Minor Injury,19
10/02/2009,Property Damage Only,187
10/02/2009,Fatal,1
10/02/2009,Major Injury,6
10/02/2009,Possible/Unknown,51
10/03/2009,Possible/Unknown,16
10/03/2009,Minor Injury,15
10/03/2009,Major Injury,2
10/03/2009,Property Damage Only,109
10/03/2009,Fatal,3
10/04/2009,Minor Injury,8
10/04/2009,Possible/Unknown,16
10/04/2009,Fatal,1
10/04/2009,Property Damage Only,76
10/05/2009,Fatal,1
10/05/2009,Property Damage Only,93
10/05/2009,Minor Injury,13
10/05/2009,Major Injury,1
10/05/2009,Possible/Unknown,22
10/06/2009,Fatal,1
10/06/2009,Major Injury,2
10/06/2009,Property Damage Only,104
10/06/2009,Possible/Unknown,24
10/06/2009,Minor Injury,19
10/07/2009,Possible/Unknown,25
10/07/2009,Property Damage Only,105
10/07/2009,Major Injury,3
10/07/2009,Fatal,2
10/07/2009,Minor Injury,10
10/08/2009,Property Damage Only,131
10/08/2009,Major Injury,2
10/08/2009,Minor Injury,8
10/08/2009,Possible/Unknown,19
10/09/2009,Possible/Unknown,27
10/09/2009,Minor Injury,15
10/09/2009,Major Injury,2
10/09/2009,Property Damage Only,132
10/10/2009,Minor Injury,18
10/10/2009,Property Damage Only,137
10/10/2009,Major Injury,4
10/10/2009,Possible/Unknown,23
10/11/2009,Minor Injury,9
10/11/2009,Property Damage Only,82
10/11/2009,Major Injury,2
10/11/2009,Fatal,3
10/11/2009,Possible/Unknown,10
10/12/2009,Major Injury,1
10/12/2009,Possible/Unknown,18
10/12/2009,Minor Injury,7
10/12/2009,Fatal,1
10/12/2009,Property Damage Only,95
10/13/2009,Possible/Unknown,29
10/13/2009,Property Damage Only,97
10/13/2009,Major Injury,7
10/13/2009,Minor Injury,9
10/14/2009,Property Damage Only,92
10/14/2009,Minor Injury,10
10/14/2009,Possible/Unknown,21
10/14/2009,Fatal,1
10/14/2009,Major Injury,2
10/15/2009,Minor Injury,13
10/15/2009,Possible/Unknown,30
10/15/2009,Property Damage Only,157
10/15/2009,Major Injury,3
10/16/2009,Possible/Unknown,13
10/16/2009,Property Damage Only,114
10/16/2009,Major Injury,3
10/16/2009,Fatal,1
10/16/2009,Minor Injury,18
10/17/2009,Fatal,2
10/17/2009,Property Damage Only,83
10/17/2009,Possible/Unknown,15
10/17/2009,Major Injury,3
10/17/2009,Minor Injury,12
10/18/2009,Major Injury,2
10/18/2009,Property Damage Only,83
10/18/2009,Possible/Unknown,9
10/18/2009,Minor Injury,11
10/18/2009,Fatal,2
10/19/2009,Possible/Unknown,28
10/19/2009,Property Damage Only,129
10/19/2009,Minor Injury,17
10/19/2009,Major Injury,4
10/20/2009,Minor Injury,8
10/20/2009,Fatal,2
10/20/2009,Possible/Unknown,16
10/20/2009,Property Damage Only,96
10/20/2009,Major Injury,3
10/21/2009,Possible/Unknown,26
10/21/2009,Minor Injury,9
10/21/2009,Property Damage Only,111
10/21/2009,Major Injury,1
10/22/2009,Property Damage Only,135
10/22/2009,Major Injury,3
10/22/2009,Possible/Unknown,34
10/22/2009,Minor Injury,14
10/23/2009,Possible/Unknown,31
10/23/2009,Property Damage Only,162
10/23/2009,Major Injury,3
10/23/2009,Minor Injury,12
10/23/2009,Fatal,1
10/24/2009,Major Injury,8
10/24/2009,Minor Injury,19
10/24/2009,Possible/Unknown,15
10/24/2009,Property Damage Only,136
10/25/2009,Possible/Unknown,16
10/25/2009,Major Injury,1
10/25/2009,Property Damage Only,88
10/25/2009,Minor Injury,7
10/26/2009,Fatal,2
10/26/2009,Possible/Unknown,23
10/26/2009,Property Damage Only,115
10/26/2009,Major Injury,3
10/26/2009,Minor Injury,16
10/27/2009,Property Damage Only,145
10/27/2009,Major Injury,1
10/27/2009,Possible/Unknown,14
10/27/2009,Minor Injury,11
10/28/2009,Minor Injury,10
10/28/2009,Possible/Unknown,29
10/28/2009,Property Damage Only,127
10/28/2009,Major Injury,2
10/28/2009,Fatal,1
10/29/2009,Major Injury,3
10/29/2009,Minor Injury,8
10/29/2009,Possible/Unknown,32
10/29/2009,Property Damage Only,161
10/29/2009,Fatal,1
10/30/2009,Minor Injury,12
10/30/2009,Property Damage Only,190
10/30/2009,Possible/Unknown,23
10/30/2009,Major Injury,3
10/31/2009,Possible/Unknown,15
10/31/2009,Major Injury,2
10/31/2009,Fatal,1
10/31/2009,Property Damage Only,138
10/31/2009,Minor Injury,12
11/01/2009,Minor Injury,6
11/01/2009,Fatal,1
11/01/2009,Possible/Unknown,21
11/01/2009,Major Injury,1
11/01/2009,Property Damage Only,134
11/02/2009,Possible/Unknown,15
11/02/2009,Major Injury,2
11/02/2009,Property Damage Only,159
11/02/2009,Fatal,1
11/02/2009,Minor Injury,19
11/03/2009,Major Injury,3
11/03/2009,Possible/Unknown,27
11/03/2009,Fatal,3
11/03/2009,Property Damage Only,150
11/03/2009,Minor Injury,7
11/04/2009,Property Damage Only,156
11/04/2009,Major Injury,5
11/04/2009,Minor Injury,8
11/04/2009,Possible/Unknown,20
11/05/2009,Property Damage Only,181
11/05/2009,Minor Injury,12
11/05/2009,Fatal,1
11/05/2009,Possible/Unknown,30
11/05/2009,Major Injury,7
11/06/2009,Possible/Unknown,21
11/06/2009,Fatal,1
11/06/2009,Minor Injury,8
11/06/2009,Major Injury,7
11/06/2009,Property Damage Only,200
11/07/2009,Property Damage Only,141
11/07/2009,Minor Injury,20
11/07/2009,Fatal,1
11/07/2009,Major Injury,3
11/07/2009,Possible/Unknown,20
11/08/2009,Possible/Unknown,22
11/08/2009,Fatal,4
11/08/2009,Minor Injury,11
11/08/2009,Property Damage Only,144
11/09/2009,Property Damage Only,166
11/09/2009,Minor Injury,14
11/09/2009,Possible/Unknown,20
11/09/2009,Fatal,1
11/09/2009,Major Injury,3
11/10/2009,Property Damage Only,144
11/10/2009,Major Injury,6
11/10/2009,Possible/Unknown,25
11/10/2009,Fatal,1
11/10/2009,Minor Injury,22
11/11/2009,Fatal,2
11/11/2009,Possible/Unknown,18
11/11/2009,Minor Injury,8
11/11/2009,Property Damage Only,144
11/11/2009,Major Injury,6
11/12/2009,Possible/Unknown,24
11/12/2009,Property Damage Only,156
11/12/2009,Minor Injury,17
11/12/2009,Major Injury,3
11/13/2009,Major Injury,7
11/13/2009,Possible/Unknown,27
11/13/2009,Minor Injury,17
11/13/2009,Property Damage Only,174
11/14/2009,Possible/Unknown,14
11/14/2009,Major Injury,5
11/14/2009,Property Damage Only,138
11/14/2009,Minor Injury,15
11/15/2009,Property Damage Only,117
11/15/2009,Fatal,2
11/15/2009,Major Injury,4
11/15/2009,Minor Injury,8
11/15/2009,Possible/Unknown,17
11/16/2009,Minor Injury,8
11/16/2009,Possible/Unknown,27
11/16/2009,Major Injury,3
11/16/2009,Property Damage Only,159
11/17/2009,Possible/Unknown,19
11/17/2009,Minor Injury,14
11/17/2009,Property Damage Only,143
11/17/2009,Major Injury,1
11/18/2009,Possible/Unknown,25
11/18/2009,Major Injury,2
11/18/2009,Minor Injury,14
11/18/2009,Property Damage Only,135
11/19/2009,Major Injury,3
11/19/2009,Minor Injury,11
11/19/2009,Possible/Unknown,30
11/19/2009,Property Damage Only,136
11/20/2009,Possible/Unknown,29
11/20/2009,Major Injury,2
11/20/2009,Minor Injury,11
11/20/2009,Property Damage Only,185
11/21/2009,Major Injury,4
11/21/2009,Property Damage Only,102
11/21/2009,Minor Injury,16
11/21/2009,Fatal,1
11/21/2009,Possible/Unknown,19
11/22/2009,Fatal,2
11/22/2009,Property Damage Only,71
11/22/2009,Possible/Unknown,15
11/22/2009,Minor Injury,12
11/22/2009,Major Injury,4
11/23/2009,Major Injury,5
11/23/2009,Possible/Unknown,18
11/23/2009,Minor Injury,18
11/23/2009,Property Damage Only,92
11/23/2009,Fatal,1
11/24/2009,Possible/Unknown,30
11/24/2009,Property Damage Only,147
11/24/2009,Fatal,1
11/24/2009,Major Injury,4
11/24/2009,Minor Injury,13
11/25/2009,Major Injury,3
11/25/2009,Minor Injury,13
11/25/2009,Property Damage Only,160
11/25/2009,Possible/Unknown,27
11/25/2009,Fatal,1
11/26/2009,Property Damage Only,83
11/26/2009,Fatal,1
11/26/2009,Minor Injury,7
11/26/2009,Possible/Unknown,13
11/27/2009,Minor Injury,12
11/27/2009,Property Damage Only,127
11/27/2009,Possible/Unknown,16
11/27/2009,Fatal,2
11/28/2009,Property Damage Only,111
11/28/2009,Minor Injury,6
11/28/2009,Fatal,3
11/28/2009,Possible/Unknown,15
11/28/2009,Major Injury,3
11/29/2009,Major Injury,3
11/29/2009,Possible/Unknown,14
11/29/2009,Property Damage Only,87
11/29/2009,Minor Injury,4
11/30/2009,Property Damage Only,117
11/30/2009,Fatal,2
11/30/2009,Major Injury,7
11/30/2009,Minor Injury,9
11/30/2009,Possible/Unknown,21
12/01/2009,Major Injury,2
12/01/2009,Fatal,1
12/01/2009,Minor Injury,15
12/01/2009,Possible/Unknown,30
12/01/2009,Property Damage Only,146
12/02/2009,Property Damage Only,109
12/02/2009,Possible/Unknown,23
12/02/2009,Fatal,2
12/02/2009,Minor Injury,7
12/03/2009,Major Injury,3
12/03/2009,Possible/Unknown,57
12/03/2009,Minor Injury,20
12/03/2009,Property Damage Only,280
12/04/2009,Minor Injury,10
12/04/2009,Fatal,1
12/04/2009,Property Damage Only,156
12/04/2009,Possible/Unknown,27
12/05/2009,Major Injury,6
12/05/2009,Minor Injury,9
12/05/2009,Possible/Unknown,31
12/05/2009,Property Damage Only,115
12/06/2009,Property Damage Only,184
12/06/2009,Minor Injury,16
12/06/2009,Major Injury,3
12/06/2009,Fatal,2
12/06/2009,Possible/Unknown,38
12/07/2009,Fatal,1
12/07/2009,Possible/Unknown,57
12/07/2009,Minor Injury,22
12/07/2009,Major Injury,4
12/07/2009,Property Damage Only,268
12/08/2009,Fatal,2
12/08/2009,Major Injury,5
12/08/2009,Minor Injury,33
12/08/2009,Possible/Unknown,58
12/08/2009,Property Damage Only,339
12/09/2009,Minor Injury,8
12/09/2009,Major Injury,1
12/09/2009,Property Damage Only,119
12/09/2009,Fatal,1
12/09/2009,Possible/Unknown,13
12/10/2009,Major Injury,3
12/10/2009,Minor Injury,5
12/10/2009,Fatal,2
12/10/2009,Property Damage Only,270
12/10/2009,Possible/Unknown,46
12/11/2009,Property Damage Only,258
12/11/2009,Possible/Unknown,52
12/11/2009,Major Injury,7
12/11/2009,Minor Injury,17
12/12/2009,Minor Injury,8
12/12/2009,Property Damage Only,154
12/12/2009,Fatal,2
12/12/2009,Major Injury,1
12/12/2009,Possible/Unknown,25
12/13/2009,Minor Injury,10
12/13/2009,Possible/Unknown,16
12/13/2009,Major Injury,4
12/13/2009,Property Damage Only,97
12/14/2009,Major Injury,4
12/14/2009,Possible/Unknown,47
12/14/2009,Minor Injury,17
12/14/2009,Property Damage Only,204
